color,image,lighting,model,source,year,lvl1,lvl2,strat_key,w_lvl2,y_lvl1,w_lvl1,y_lvl2,processed_image
Yellow,Eksternt/non-tesla/daylight/1781_04596.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1781_04596.jpg
Black/Dark gray,Egenprodusert/non-tesla/daylight/IMG_1729.jpg,Light,Other car,internal,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Egenprodusert/non-tesla/daylight/IMG_1729.jpg
Blue,Eksternt/Tesla/daylight/Kaggle/3/t19.jpg,Light,S 2012–2015,external,2012–2015,Tesla,S 2012–2015,Tesla|S 2012–2015|Light,1.0,1,1.0,2,train/Eksternt/Tesla/daylight/Kaggle/3/t19.jpg
Blue,Egenprodusert/non-tesla/low-light/IMG_4357.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/IMG_4357.jpg
Blue,Egenprodusert/Tesla/dark/IMG_1192.jpg,Dark,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Dark,1.0,1,1.0,6,train/Egenprodusert/Tesla/dark/IMG_1192.jpg
White,Egenprodusert/non-tesla/dark/IMG_1903.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/IMG_1903.jpg
White,Egenprodusert/non-tesla/daylight/IMG_4317.jpg,Light,Other car,internal,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Egenprodusert/non-tesla/daylight/IMG_4317.jpg
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-114.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark,1.0,1,1.0,5,train/Egenprodusert/Tesla/dark/%~n1-114.jpg
Black/Dark gray,Egenprodusert/non-tesla/dark/IMG_4853.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/IMG_4853.jpg
Blue,Egenprodusert/Tesla/daylight/%~n1-387.jpg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light,1.0,1,1.0,5,train/Egenprodusert/Tesla/daylight/%~n1-387.jpg
Blue,Eksternt/non-tesla/daylight/0272_07399.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0272_07399.jpg
Red,Eksternt/non-tesla/daylight/1466_00133.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1466_00133.jpg
Black/Dark gray,Egenprodusert/Tesla/low-light/IMG_1451.jpg,Medium,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Medium,1.0,1,1.0,1,train/Egenprodusert/Tesla/low-light/IMG_1451.jpg
Light gray/Silver,Egenprodusert/non-tesla/dark/IMG_1945.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/IMG_1945.jpg
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_4280.jpg,Dark,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Dark,1.0,1,1.0,1,train/Egenprodusert/Tesla/dark/IMG_4280.jpg
Blue,Eksternt/Tesla/daylight/Kaggle/3/images - 2023-08-30T070950.603.jpg,Light,Y 2020–2024,external,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light,1.0,1,1.0,5,train/Eksternt/Tesla/daylight/Kaggle/3/images - 2023-08-30T070950.jpg
Black/Dark gray,Eksternt/non-tesla/daylight/1375_07793.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1375_07793.jpg
Blue,Egenprodusert/non-tesla/low-light/IMG_4750.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/IMG_4750.jpg
Black/Dark gray,Egenprodusert/Tesla/low-light/IMG_1440.jpg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium,1.0,1,1.0,5,train/Egenprodusert/Tesla/low-light/IMG_1440.jpg
Light gray/Silver,Eksternt/Tesla/daylight/Stanford/015235.jpg,Light,S 2012–2015,external,2012–2015,Tesla,S 2012–2015,Tesla|S 2012–2015|Light,1.0,1,1.0,2,train/Eksternt/Tesla/daylight/Stanford/015235.jpg
Red,Egenprodusert/Tesla/dark/%~n1-128.jpg,Dark,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Dark,1.0,1,1.0,6,train/Egenprodusert/Tesla/dark/%~n1-128.jpg
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_4157.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark,1.0,1,1.0,5,train/Egenprodusert/Tesla/dark/IMG_4157.jpg
White,Eksternt/non-tesla/daylight/1564_00890.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1564_00890.jpg
Light gray/Silver,Egenprodusert/non-tesla/low-light/20260303_122233666_iOS.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/20260303_122233666_iOS.jpg
Black/Dark gray,Egenprodusert/Tesla/low-light/IMG_1143.jpg,Medium,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Medium,1.0,1,1.0,6,train/Egenprodusert/Tesla/low-light/IMG_1143.jpg
Black/Dark gray,Egenprodusert/Tesla/daylight/20260129_122035090_iOS.jpg,Light,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Light,1.0,1,1.0,1,train/Egenprodusert/Tesla/daylight/20260129_122035090_iOS.jpg
White,Egenprodusert/Tesla/low-light/IMG_4124.jpg,Medium,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Medium,1.0,1,1.0,6,train/Egenprodusert/Tesla/low-light/IMG_4124.jpg
Black/Dark gray,Eksternt/non-tesla/daylight/1965_03080.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1965_03080.jpg
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-39.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark,1.0,1,1.0,5,train/Egenprodusert/Tesla/dark/%~n1-39.jpg
Light gray/Silver,Eksternt/non-tesla/daylight/0662_05165.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0662_05165.jpg
White,Egenprodusert/Tesla/low-light/%~n1-102.jpg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium,1.0,1,1.0,5,train/Egenprodusert/Tesla/low-light/%~n1-102.jpg
Blue,Eksternt/non-tesla/daylight/2000_01787.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/2000_01787.jpg
Black/Dark gray,Egenprodusert/Tesla/low-light/IMG_4047.jpg,Medium,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Medium,1.0,1,1.0,6,train/Egenprodusert/Tesla/low-light/IMG_4047.jpg
Black/Dark gray,Eksternt/Tesla/daylight/Kaggle/3/t15.jpg,Light,S 2012–2015,external,2012–2015,Tesla,S 2012–2015,Tesla|S 2012–2015|Light,1.0,1,1.0,2,train/Eksternt/Tesla/daylight/Kaggle/3/t15.jpg
Light gray/Silver,Egenprodusert/non-tesla/low-light/IMG_2115.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/IMG_2115.jpg
Light gray/Silver,Eksternt/non-tesla/daylight/1138_05802.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1138_05802.jpg
Red,Egenprodusert/Tesla/daylight/IMG_3929.jpg,Light,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Light,1.0,1,1.0,6,train/Egenprodusert/Tesla/daylight/IMG_3929.jpg
Black/Dark gray,Egenprodusert/Tesla/low-light/IMG_4051.jpg,Medium,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Medium,1.0,1,1.0,0,train/Egenprodusert/Tesla/low-light/IMG_4051.jpg
White,Eksternt/non-tesla/daylight/0796_03454.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0796_03454.jpg
Black/Dark gray,Eksternt/non-tesla/daylight/1726_07503.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1726_07503.jpg
Red,Eksternt/non-tesla/daylight/1348_05965.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1348_05965.jpg
Light gray/Silver,Egenprodusert/non-tesla/low-light/IMG_4727.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/IMG_4727.jpg
White,Egenprodusert/Tesla/daylight/IMG_4029.jpg,Light,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Light,1.0,1,1.0,1,train/Egenprodusert/Tesla/daylight/IMG_4029.jpg
White,Egenprodusert/non-tesla/dark/IMG_1932.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/IMG_1932.jpg
Black/Dark gray,Eksternt/Tesla/daylight/Kaggle/X/t139.jpg,Light,S 2016–nå,external,2016–2020,Tesla,S 2016–nå,Tesla|S 2016–nå|Light,1.0,1,1.0,3,train/Eksternt/Tesla/daylight/Kaggle/X/t139.jpg
Black/Dark gray,Egenprodusert/non-tesla/low-light/IMG_2184.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/IMG_2184.jpg
Blue,Egenprodusert/non-tesla/dark/IMG_2047.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/IMG_2047.jpg
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-252.jpg,Medium,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Medium,1.0,1,1.0,6,train/Egenprodusert/Tesla/low-light/%~n1-252.jpg
Red,Egenprodusert/non-tesla/dark/IMG_2107.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/IMG_2107.jpg
Blue,Eksternt/non-tesla/daylight/1501_07008.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1501_07008.jpg
Black/Dark gray,Eksternt/non-tesla/daylight/0952_04120.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0952_04120.jpg
Black/Dark gray,Egenprodusert/non-tesla/low-light/IMG_2077.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/IMG_2077.jpg
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_3931.jpg,Light,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Light,1.0,1,1.0,6,train/Egenprodusert/Tesla/daylight/IMG_3931.jpg
Black/Dark gray,Eksternt/Tesla/daylight/Kaggle/3/images - 2023-08-30T070959.477.jpg,Light,3 2017–2023,external,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light,1.0,1,1.0,0,train/Eksternt/Tesla/daylight/Kaggle/3/images - 2023-08-30T070959.jpg
Black/Dark gray,Egenprodusert/non-tesla/low-light/IMG_2096.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/IMG_2096.jpg
Black/Dark gray,Egenprodusert/Tesla/low-light/IMG_1341.jpg,Medium,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Medium,1.0,1,1.0,0,train/Egenprodusert/Tesla/low-light/IMG_1341.jpg
Black/Dark gray,Eksternt/non-tesla/daylight/1867_03926.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1867_03926.jpg
Black/Dark gray,Eksternt/non-tesla/daylight/0610_05847.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0610_05847.jpg
White,Egenprodusert/Tesla/dark/IMG_3848.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark,1.0,1,1.0,5,train/Egenprodusert/Tesla/dark/IMG_3848.jpg
Blue,Egenprodusert/non-tesla/low-light/IMG_4634.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/IMG_4634.jpg
Red,Eksternt/Tesla/daylight/Kaggle/3/t144.jpg,Light,S 2016–nå,external,2016–2020,Tesla,S 2016–nå,Tesla|S 2016–nå|Light,1.0,1,1.0,3,train/Eksternt/Tesla/daylight/Kaggle/3/t144.jpg
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_3852.jpg,Dark,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Dark,1.0,1,1.0,0,train/Egenprodusert/Tesla/dark/IMG_3852.jpg
White,Egenprodusert/Tesla/low-light/IMG_1609.jpg,Medium,S 2016–nå,internal,2016–2020,Tesla,S 2016–nå,Tesla|S 2016–nå|Medium,1.0,1,1.0,3,train/Egenprodusert/Tesla/low-light/IMG_1609.jpg
Light gray/Silver,Egenprodusert/non-tesla/low-light/20260303_121438324_iOS.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/20260303_121438324_iOS.jpg
Red,Eksternt/non-tesla/daylight/0667_07936.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0667_07936.jpg
Black/Dark gray,Egenprodusert/non-tesla/daylight/%~n1-514.jpg,Light,Other car,internal,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Egenprodusert/non-tesla/daylight/%~n1-514.jpg
White,Egenprodusert/Tesla/daylight/IMG_1795.jpg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light,1.0,1,1.0,5,train/Egenprodusert/Tesla/daylight/IMG_1795.jpg
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_180446151_iOS.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/20260303_180446151_iOS.jpg
White,Eksternt/non-tesla/daylight/0080_02233.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0080_02233.jpg
White,Egenprodusert/Tesla/low-light/%~n1-266.jpg,Medium,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Medium,1.0,1,1.0,6,train/Egenprodusert/Tesla/low-light/%~n1-266.jpg
Black/Dark gray,Egenprodusert/non-tesla/dark/IMG_4860.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/IMG_4860.jpg
White,Egenprodusert/Tesla/low-light/IMG_1293.jpg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium,1.0,1,1.0,5,train/Egenprodusert/Tesla/low-light/IMG_1293.jpg
Black/Dark gray,Egenprodusert/non-tesla/dark/IMG_1885.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/IMG_1885.jpg
White,Egenprodusert/Tesla/dark/IMG_3832.jpg,Dark,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Dark,1.0,1,1.0,1,train/Egenprodusert/Tesla/dark/IMG_3832.jpg
Black/Dark gray,Eksternt/non-tesla/daylight/0942_08000.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0942_08000.jpg
White,Egenprodusert/non-tesla/low-light/IMG_2182.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/IMG_2182.jpg
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_1167.jpg,Dark,S 2016–nå,internal,2016–2020,Tesla,S 2016–nå,Tesla|S 2016–nå|Dark,1.0,1,1.0,3,train/Egenprodusert/Tesla/dark/IMG_1167.jpg
Red,Eksternt/non-tesla/daylight/1372_03924.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1372_03924.jpg
